,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,985000000.0,830000000.0,327000000.0,483000000.0
Minority Interest,,64000000.0,67000000.0,84000000.0
Net Income,647000000.0,561000000.0,202000000.0,308000000.0
Selling General Administrative,117000000.0,120000000.0,104000000.0,84000000.0
Gross Profit,1354000000.0,1094000000.0,829000000.0,936000000.0
Ebit,1146000000.0,895000000.0,434000000.0,768000000.0
Operating Income,1146000000.0,895000000.0,434000000.0,768000000.0
Other Operating Expenses,7000000.0,9000000.0,14000000.0,16000000.0
Interest Expense,-99000000.0,-94000000.0,-94000000.0,-103000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,350000000.0,272000000.0,118000000.0,164000000.0
Total Revenue,3922000000.0,3742000000.0,3562000000.0,3477000000.0
Total Operating Expenses,2776000000.0,2847000000.0,3128000000.0,2709000000.0
Cost Of Revenue,2568000000.0,2648000000.0,2733000000.0,2541000000.0
Total Other Income Expense Net,-161000000.0,-65000000.0,-107000000.0,-285000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,635000000.0,558000000.0,209000000.0,319000000.0
Net Income Applicable To Common Shares,647000000.0,561000000.0,202000000.0,308000000.0
