,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,150900000.0,159600000.0,192700000.0,392500000.0
Minority Interest,,,6500000.0,6000000.0
Net Income,123400000.0,152400000.0,207900000.0,318700000.0
Selling General Administrative,1039500000.0,1032700000.0,992900000.0,925900000.0
Gross Profit,1770200000.0,1644800000.0,1851000000.0,1642400000.0
Ebit,308600000.0,256900000.0,513000000.0,396100000.0
Operating Income,308600000.0,256900000.0,513000000.0,396100000.0
Other Operating Expenses,66100000.0,53600000.0,50800000.0,47100000.0
Interest Expense,-132500000.0,-143300000.0,-127900000.0,-106200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,27500000.0,7500000.0,-18100000.0,70900000.0
Total Revenue,3980100000.0,3959900000.0,3892400000.0,3496600000.0
Total Operating Expenses,3671500000.0,3703000000.0,3379400000.0,3100500000.0
Cost Of Revenue,2209900000.0,2315100000.0,2041400000.0,1854200000.0
Total Other Income Expense Net,-157700000.0,-97300000.0,-320300000.0,-3600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,123400000.0,152100000.0,210800000.0,321600000.0
Net Income Applicable To Common Shares,123400000.0,152400000.0,207900000.0,318700000.0
