,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,185100000.0,184400000.0,167700000.0,151900000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-271100000.0,365600000.0,340500000.0,308800000.0
Minority Interest,,,,
Net Income,-238300000.0,276700000.0,245800000.0,223600000.0
Selling General Administrative,563800000.0,545700000.0,494400000.0,432400000.0
Gross Profit,964700000.0,1075600000.0,1002500000.0,895400000.0
Ebit,221300000.0,352900000.0,345200000.0,315200000.0
Operating Income,221300000.0,352900000.0,345200000.0,315200000.0
Other Operating Expenses,-5500000.0,-7400000.0,-4800000.0,-4100000.0
Interest Expense,-10500000.0,-5200000.0,-8500000.0,-7500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-32800000.0,88900000.0,94700000.0,85200000.0
Total Revenue,1320600000.0,1426700000.0,1363700000.0,1253800000.0
Total Operating Expenses,1099300000.0,1073800000.0,1018500000.0,938600000.0
Cost Of Revenue,355900000.0,351100000.0,361200000.0,358400000.0
Total Other Income Expense Net,-492400000.0,12700000.0,-4700000.0,-6400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-238300000.0,276700000.0,245800000.0,223600000.0
Net Income Applicable To Common Shares,-238300000.0,276700000.0,245800000.0,223600000.0
