,2020-07-31,2019-07-31,2018-07-31,2017-07-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,390665000.0,290592000.0,234606000.0,244147000.0
Minority Interest,,,,
Net Income,298883000.0,154642000.0,175442000.0,186210000.0
Selling General Administrative,214944000.0,199353000.0,182870000.0,172450000.0
Gross Profit,281579000.0,295122000.0,254695000.0,283751000.0
Ebit,47220000.0,79955000.0,57364000.0,97438000.0
Operating Income,47220000.0,79955000.0,57364000.0,97438000.0
Other Operating Expenses,19415000.0,15814000.0,14461000.0,13863000.0
Interest Expense,-26243000.0,-23883000.0,-14456000.0,-12436000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,75274000.0,93697000.0,55850000.0,57937000.0
Total Revenue,953404000.0,918695000.0,785238000.0,841816000.0
Total Operating Expenses,906184000.0,838740000.0,727874000.0,744378000.0
Cost Of Revenue,671825000.0,623573000.0,530543000.0,558065000.0
Total Other Income Expense Net,343445000.0,210637000.0,177242000.0,146709000.0
Discontinued Operations,-16508000.0,-42253000.0,-3314000.0,-3314000.0
Net Income From Continuing Ops,315391000.0,196895000.0,178756000.0,186210000.0
Net Income Applicable To Common Shares,298883000.0,154642000.0,175442000.0,186210000.0
