,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,4266000000.0,9749000000.0,11731000000.0,11515000000.0
Minority Interest,51000000.0,53000000.0,52000000.0,54000000.0
Net Income,2290000000.0,6784000000.0,8095000000.0,7990000000.0
Selling General Administrative,9257000000.0,8805000000.0,8379000000.0,8093000000.0
Gross Profit,17005000000.0,19855000000.0,21297000000.0,20797000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,5881000000.0,10709000000.0,12604000000.0,12410000000.0
Other Operating Expenses,1787000000.0,233000000.0,219000000.0,181000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1974000000.0,2959000000.0,3632000000.0,3518000000.0
Total Revenue,17005000000.0,19855000000.0,21297000000.0,20797000000.0
Total Operating Expenses,11124000000.0,9146000000.0,8693000000.0,8387000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-1615000000.0,-960000000.0,-873000000.0,-895000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2292000000.0,6790000000.0,8099000000.0,7997000000.0
Net Income Applicable To Common Shares,2288000000.0,6778000000.0,8090000000.0,7984000000.0
