,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,248000000.0,430000000.0,325000000.0,258000000.0
Minority Interest,,,,
Net Income,207000000.0,357000000.0,234000000.0,184000000.0
Selling General Administrative,,,,
Gross Profit,494000000.0,506000000.0,566000000.0,523000000.0
Ebit,280000000.0,302000000.0,365000000.0,334000000.0
Operating Income,280000000.0,302000000.0,365000000.0,334000000.0
Other Operating Expenses,,,,
Interest Expense,-55000000.0,-76000000.0,-93000000.0,-97000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,41000000.0,73000000.0,91000000.0,74000000.0
Total Revenue,1768000000.0,2001000000.0,1798000000.0,1597000000.0
Total Operating Expenses,1488000000.0,1699000000.0,1433000000.0,1263000000.0
Cost Of Revenue,1274000000.0,1495000000.0,1232000000.0,1074000000.0
Total Other Income Expense Net,-32000000.0,128000000.0,-40000000.0,-76000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,207000000.0,357000000.0,234000000.0,184000000.0
Net Income Applicable To Common Shares,207000000.0,357000000.0,234000000.0,184000000.0
