,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-7328000.0,24950000.0,27547000.0,34317000.0
Minority Interest,,,,
Net Income,-13572000.0,21543000.0,19565000.0,23832000.0
Selling General Administrative,101243000.0,48547000.0,40084000.0,34517000.0
Gross Profit,192219000.0,95122000.0,85490000.0,83511000.0
Ebit,30542000.0,30200000.0,33062000.0,37496000.0
Operating Income,30542000.0,30200000.0,33062000.0,37496000.0
Other Operating Expenses,,,-516000.0,-407000.0
Interest Expense,-9768000.0,-3974000.0,-2791000.0,-2495000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,6244000.0,3407000.0,7982000.0,10485000.0
Total Revenue,644670000.0,250663000.0,208796000.0,200940000.0
Total Operating Expenses,614128000.0,220463000.0,175734000.0,163444000.0
Cost Of Revenue,452451000.0,155541000.0,123306000.0,117429000.0
Total Other Income Expense Net,-37870000.0,-5250000.0,-5515000.0,-3179000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-13572000.0,21543000.0,19565000.0,23832000.0
Net Income Applicable To Common Shares,-13572000.0,21543000.0,19565000.0,23832000.0
