,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,256300000.0,1307700000.0,1384900000.0,943500000.0
Minority Interest,496500000.0,477400000.0,493800000.0,468300000.0
Net Income,96500000.0,1015800000.0,1569100000.0,715900000.0
Selling General Administrative,3102900000.0,3079900000.0,3015100000.0,2983600000.0
Gross Profit,4397400000.0,5076900000.0,4829800000.0,4634200000.0
Ebit,514500000.0,1339800000.0,1229300000.0,1058900000.0
Operating Income,514500000.0,1339800000.0,1229300000.0,1058900000.0
Other Operating Expenses,245400000.0,244100000.0,210100000.0,212800000.0
Interest Expense,-64900000.0,-46100000.0,-85800000.0,-71200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,128000000.0,292600000.0,-270000000.0,181700000.0
Total Revenue,11324200000.0,12573100000.0,11526300000.0,10551900000.0
Total Operating Expenses,10809700000.0,11233300000.0,10297000000.0,9493000000.0
Cost Of Revenue,6926800000.0,7496200000.0,6696500000.0,5917700000.0
Total Other Income Expense Net,-258200000.0,-32100000.0,155600000.0,-115400000.0
Discontinued Operations,-4800000.0,-5000000.0,-26300000.0,12100000.0
Net Income From Continuing Ops,128300000.0,1015100000.0,1654900000.0,761800000.0
Net Income Applicable To Common Shares,96500000.0,1015800000.0,1569100000.0,715900000.0
