,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,267000000.0,245000000.0,205400000.0,60800000.0
Minority Interest,59000000.0,35000000.0,-11200000.0,-5400000.0
Net Income,171000000.0,152000000.0,62200000.0,33500000.0
Selling General Administrative,169000000.0,105000000.0,110700000.0,96700000.0
Gross Profit,807000000.0,474000000.0,384900000.0,269500000.0
Ebit,638000000.0,369000000.0,274200000.0,172800000.0
Operating Income,638000000.0,369000000.0,274200000.0,172800000.0
Other Operating Expenses,,,,
Interest Expense,-132000000.0,-72000000.0,-63900000.0,-75900000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,79000000.0,81000000.0,129700000.0,4600000.0
Total Revenue,13051000000.0,6887000000.0,4830300000.0,5213500000.0
Total Operating Expenses,12413000000.0,6518000000.0,4556100000.0,5040700000.0
Cost Of Revenue,12244000000.0,6413000000.0,4445400000.0,4944000000.0
Total Other Income Expense Net,-371000000.0,-124000000.0,-68800000.0,-112000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,188000000.0,164000000.0,75700000.0,56200000.0
Net Income Applicable To Common Shares,171000000.0,152000000.0,62200000.0,33500000.0
