,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,155200000.0,166000000.0,117800000.0,109000000.0
Minority Interest,1000000.0,2300000.0,2300000.0,2300000.0
Net Income,112900000.0,120400000.0,103500000.0,72500000.0
Selling General Administrative,51000000.0,51000000.0,51000000.0,51000000.0
Gross Profit,596800000.0,508800000.0,382600000.0,334100000.0
Ebit,194400000.0,207400000.0,145300000.0,132000000.0
Operating Income,194400000.0,207400000.0,145300000.0,132000000.0
Other Operating Expenses,92300000.0,80600000.0,64000000.0,43700000.0
Interest Expense,-6600000.0,-33300000.0,-19300000.0,-19300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,42600000.0,45500000.0,14500000.0,36500000.0
Total Revenue,2332100000.0,2283100000.0,1714800000.0,1454400000.0
Total Operating Expenses,2137700000.0,2075700000.0,1569500000.0,1322400000.0
Cost Of Revenue,1735300000.0,1774300000.0,1332200000.0,1120300000.0
Total Other Income Expense Net,-39200000.0,-41400000.0,-27500000.0,-23000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,112600000.0,120500000.0,103300000.0,72500000.0
Net Income Applicable To Common Shares,112900000.0,120400000.0,103500000.0,72500000.0
