,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1201000000.0,919000000.0,897000000.0,534000000.0
Minority Interest,,,,
Net Income,1195000000.0,889000000.0,903000000.0,527000000.0
Selling General Administrative,,,,
Gross Profit,787000000.0,676000000.0,565000000.0,443000000.0
Ebit,787000000.0,676000000.0,565000000.0,443000000.0
Operating Income,787000000.0,676000000.0,565000000.0,443000000.0
Other Operating Expenses,,,,
Interest Expense,-83000000.0,-81000000.0,-73000000.0,-79000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,6000000.0,30000000.0,-6000000.0,7000000.0
Total Revenue,2773000000.0,2359000000.0,2158000000.0,1997000000.0
Total Operating Expenses,1986000000.0,1683000000.0,1593000000.0,1554000000.0
Cost Of Revenue,1986000000.0,1683000000.0,1593000000.0,1554000000.0
Total Other Income Expense Net,414000000.0,243000000.0,332000000.0,91000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1195000000.0,889000000.0,903000000.0,527000000.0
Net Income Applicable To Common Shares,1195000000.0,889000000.0,903000000.0,527000000.0
