,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,104065000.0,60415000.0,61591000.0,118775000.0
Minority Interest,1325000.0,1226000.0,1775000.0,2137000.0
Net Income,122947000.0,68935000.0,71568000.0,115995000.0
Selling General Administrative,316899000.0,278449000.0,279797000.0,266616000.0
Gross Profit,430247000.0,345790000.0,347319000.0,332244000.0
Ebit,113348000.0,67341000.0,67522000.0,65628000.0
Operating Income,113348000.0,67341000.0,67522000.0,65628000.0
Other Operating Expenses,,,,
Interest Expense,-7820000.0,-6791000.0,-6854000.0,-6386000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-21221000.0,-17336000.0,-19342000.0,4109000.0
Total Revenue,2092618000.0,1626032000.0,1599430000.0,1582520000.0
Total Operating Expenses,1979270000.0,1558691000.0,1531908000.0,1516892000.0
Cost Of Revenue,1662371000.0,1280242000.0,1252111000.0,1250276000.0
Total Other Income Expense Net,-9283000.0,-6926000.0,-5931000.0,53147000.0
Discontinued Operations,,-7024000.0,-7006000.0,3905000.0
Net Income From Continuing Ops,125286000.0,77751000.0,80933000.0,114666000.0
Net Income Applicable To Common Shares,122947000.0,68935000.0,71568000.0,115995000.0
