,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,221735000.0,173561000.0,216173000.0,240228000.0
Minority Interest,,,,
Net Income,230776000.0,175262000.0,214503000.0,239938000.0
Selling General Administrative,158000.0,217000.0,1311000.0,1029000.0
Gross Profit,16424000.0,31547000.0,25660000.0,22751000.0
Ebit,8169000.0,23497000.0,17664000.0,17094000.0
Operating Income,8169000.0,23497000.0,17664000.0,17094000.0
Other Operating Expenses,,,,
Interest Expense,-7697000.0,-7257000.0,-8219000.0,-10316000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-9041000.0,-1701000.0,1670000.0,290000.0
Total Revenue,172371000.0,153729000.0,136791000.0,110309000.0
Total Operating Expenses,164202000.0,130232000.0,119127000.0,93215000.0
Cost Of Revenue,155947000.0,122182000.0,111131000.0,87558000.0
Total Other Income Expense Net,213566000.0,150064000.0,198509000.0,223134000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,230776000.0,175262000.0,214503000.0,239938000.0
Net Income Applicable To Common Shares,230776000.0,175262000.0,214503000.0,239938000.0
