,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,215998000.0,306641000.0,231343000.0,226044000.0
Minority Interest,,,,
Net Income,199456000.0,292673000.0,218918000.0,211486000.0
Selling General Administrative,8741000.0,8366000.0,8231000.0,8108000.0
Gross Profit,216885000.0,312483000.0,237680000.0,229835000.0
Ebit,207730000.0,303949000.0,229388000.0,221667000.0
Operating Income,207730000.0,303949000.0,229388000.0,221667000.0
Other Operating Expenses,,,,
Interest Expense,,,,-38000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,16542000.0,13968000.0,12425000.0,14558000.0
Total Revenue,216885000.0,312483000.0,237680000.0,229835000.0
Total Operating Expenses,9155000.0,8534000.0,8292000.0,8168000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,8268000.0,2692000.0,1955000.0,4377000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,199456000.0,292673000.0,218918000.0,211486000.0
Net Income Applicable To Common Shares,199456000.0,292673000.0,218918000.0,211486000.0
