,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,865900000.0,681900000.0,801300000.0,-54200000.0
Minority Interest,,,,
Net Income,615900000.0,476500000.0,483000000.0,-187900000.0
Selling General Administrative,,,,
Gross Profit,1509800000.0,1417700000.0,1561400000.0,1532200000.0
Ebit,930800000.0,875200000.0,965300000.0,924700000.0
Operating Income,930800000.0,875200000.0,965300000.0,924700000.0
Other Operating Expenses,20400000.0,-100000.0,70600000.0,40200000.0
Interest Expense,-157300000.0,-154700000.0,-160400000.0,-178300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,260800000.0,208600000.0,241200000.0,-17000000.0
Total Revenue,3064600000.0,2907600000.0,3112700000.0,3142500000.0
Total Operating Expenses,2133800000.0,2032400000.0,2147400000.0,2217800000.0
Cost Of Revenue,1554800000.0,1489900000.0,1551300000.0,1610300000.0
Total Other Income Expense Net,-64900000.0,-193300000.0,-164000000.0,-978900000.0
Discontinued Operations,10800000.0,3200000.0,-77100000.0,-150700000.0
Net Income From Continuing Ops,605100000.0,473300000.0,560100000.0,-37200000.0
Net Income Applicable To Common Shares,615900000.0,476500000.0,483000000.0,-187900000.0
