,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,211300000.0,192400000.0,208700000.0,302300000.0
Minority Interest,33700000.0,60500000.0,53100000.0,46700000.0
Net Income,146100000.0,125300000.0,78000000.0,188800000.0
Selling General Administrative,442500000.0,479400000.0,497000000.0,497700000.0
Gross Profit,605500000.0,671000000.0,695400000.0,747500000.0
Ebit,163800000.0,188700000.0,198000000.0,249400000.0
Operating Income,163800000.0,188700000.0,198000000.0,249400000.0
Other Operating Expenses,-800000.0,2900000.0,400000.0,400000.0
Interest Expense,-13600000.0,-11600000.0,-4800000.0,-4000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,59500000.0,53900000.0,61200000.0,85500000.0
Total Revenue,2122400000.0,2212500000.0,2322800000.0,2237700000.0
Total Operating Expenses,1958600000.0,2023800000.0,2124800000.0,1988300000.0
Cost Of Revenue,1516900000.0,1541500000.0,1627400000.0,1490200000.0
Total Other Income Expense Net,47500000.0,3700000.0,10700000.0,52900000.0
Discontinued Operations,,,-60900000.0,-10200000.0
Net Income From Continuing Ops,151800000.0,138500000.0,147500000.0,216800000.0
Net Income Applicable To Common Shares,146100000.0,125300000.0,78000000.0,188800000.0
