,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-47985000.0,149088000.0,149910000.0,157321000.0
Minority Interest,,,,
Net Income,-11366000.0,111889000.0,111910000.0,110819000.0
Selling General Administrative,358914000.0,469327000.0,435497000.0,602019000.0
Gross Profit,569761000.0,760538000.0,733752000.0,922615000.0
Ebit,8387000.0,144975000.0,160103000.0,166700000.0
Operating Income,8387000.0,144975000.0,160103000.0,166700000.0
Other Operating Expenses,70978000.0,76118000.0,71278000.0,80291000.0
Interest Expense,-29883000.0,-9882000.0,-6402000.0,-9802000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-11985000.0,42009000.0,48451000.0,46502000.0
Total Revenue,746550000.0,995879000.0,971398000.0,1285544000.0
Total Operating Expenses,738163000.0,850904000.0,811295000.0,1118844000.0
Cost Of Revenue,176789000.0,235341000.0,237646000.0,362929000.0
Total Other Income Expense Net,-56372000.0,4113000.0,-10193000.0,-9379000.0
Discontinued Operations,24634000.0,4810000.0,10451000.0,10451000.0
Net Income From Continuing Ops,-36000000.0,107079000.0,101459000.0,110819000.0
Net Income Applicable To Common Shares,-11366000.0,111889000.0,111910000.0,110819000.0
