,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3907000000.0,3454000000.0,3867000000.0,3464000000.0
Minority Interest,303000000.0,721000000.0,603000000.0,1823000000.0
Net Income,3015000000.0,2731000000.0,2982000000.0,2557000000.0
Selling General Administrative,6780000000.0,6582000000.0,6434000000.0,5582000000.0
Gross Profit,12920000000.0,12328000000.0,12576000000.0,10440000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,4053000000.0,3457000000.0,3689000000.0,2984000000.0
Other Operating Expenses,2087000000.0,2289000000.0,2453000000.0,1874000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,899000000.0,728000000.0,879000000.0,883000000.0
Total Revenue,12920000000.0,12328000000.0,12576000000.0,10440000000.0
Total Operating Expenses,8867000000.0,8871000000.0,8887000000.0,7456000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-146000000.0,-3000000.0,178000000.0,480000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3008000000.0,2726000000.0,2988000000.0,2581000000.0
Net Income Applicable To Common Shares,2916000000.0,2636000000.0,2862000000.0,2445000000.0
