,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-20589000.0,-11133000.0,-22549726.0,-20747534.0
Minority Interest,,,,
Net Income,-19941000.0,-11133000.0,-22549726.0,-20190588.0
Selling General Administrative,77491000.0,35460000.0,24075691.0,13355296.0
Gross Profit,51659000.0,30743000.0,7654468.0,-1563756.0
Ebit,-57363000.0,-12487000.0,-23569522.0,-20044904.0
Operating Income,-57363000.0,-12487000.0,-23569522.0,-20044904.0
Other Operating Expenses,,,,
Interest Expense,,,,-1264103.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-648000.0,0.0,0.0,-556946.0
Total Revenue,156993000.0,82181000.0,39274390.0,16432325.0
Total Operating Expenses,214356000.0,94668000.0,62843912.0,36477229.0
Cost Of Revenue,105334000.0,51438000.0,31619922.0,17996081.0
Total Other Income Expense Net,36774000.0,1354000.0,1019796.0,-702630.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-19941000.0,-11133000.0,-22549726.0,-20190588.0
Net Income Applicable To Common Shares,-19941000.0,-11133000.0,-22549726.0,-20190588.0
