,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,295800000.0,228600000.0,312900000.0,329400000.0
Minority Interest,,,,
Net Income,212600000.0,163900000.0,222400000.0,231100000.0
Selling General Administrative,106500000.0,130700000.0,101900000.0,87000000.0
Gross Profit,504800000.0,461500000.0,479300000.0,436700000.0
Ebit,343300000.0,232400000.0,296000000.0,322000000.0
Operating Income,343300000.0,232400000.0,296000000.0,322000000.0
Other Operating Expenses,4400000.0,4500000.0,14200000.0,6300000.0
Interest Expense,-27500000.0,-10000000.0,-5100000.0,-3800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,83200000.0,64700000.0,90500000.0,98300000.0
Total Revenue,1342000000.0,1107000000.0,1117000000.0,1023100000.0
Total Operating Expenses,998700000.0,874600000.0,821000000.0,701100000.0
Cost Of Revenue,837200000.0,645500000.0,637700000.0,586400000.0
Total Other Income Expense Net,-47500000.0,-3800000.0,16900000.0,7400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,212600000.0,163900000.0,222400000.0,231100000.0
Net Income Applicable To Common Shares,212600000.0,163900000.0,222400000.0,231100000.0
