,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,16721000.0,13574000.0,17111000.0,15200000.0
Effect Of Accounting Charges,,,,
Income Before Tax,44363000.0,21673000.0,-1416000.0,-22664000.0
Minority Interest,,,,
Net Income,31182000.0,16001000.0,18827000.0,-23267000.0
Selling General Administrative,48224000.0,45988000.0,45413000.0,47430000.0
Gross Profit,121932000.0,82808000.0,60476000.0,39958000.0
Ebit,51789000.0,20153000.0,-2048000.0,-22672000.0
Operating Income,51789000.0,20153000.0,-2048000.0,-22672000.0
Other Operating Expenses,-1921000.0,-2000000.0,-2000000.0,-2000000.0
Interest Expense,-1106000.0,-951000.0,-951000.0,-951000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,13181000.0,5672000.0,-20243000.0,603000.0
Total Revenue,179110000.0,127599000.0,98365000.0,70190000.0
Total Operating Expenses,127321000.0,107446000.0,100413000.0,92862000.0
Cost Of Revenue,57178000.0,44791000.0,37889000.0,30232000.0
Total Other Income Expense Net,-7426000.0,1520000.0,632000.0,8000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,31182000.0,16001000.0,18827000.0,-23267000.0
Net Income Applicable To Common Shares,31182000.0,16001000.0,18827000.0,-23267000.0
