,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1104000000.0,1075000000.0,628000000.0,460700000.0
Minority Interest,,,,
Net Income,1164000000.0,1033000000.0,610000000.0,447300000.0
Selling General Administrative,214000000.0,217000000.0,223000000.0,136100000.0
Gross Profit,1049000000.0,952000000.0,835000000.0,817900000.0
Ebit,801000000.0,698000000.0,582000000.0,604900000.0
Operating Income,801000000.0,698000000.0,582000000.0,604900000.0
Other Operating Expenses,,,,47300000.0
Interest Expense,-122000000.0,-188000000.0,-145000000.0,-144800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-60000000.0,42000000.0,18000000.0,13400000.0
Total Revenue,2422000000.0,2436000000.0,1763000000.0,1917800000.0
Total Operating Expenses,1621000000.0,1738000000.0,1181000000.0,1312900000.0
Cost Of Revenue,1373000000.0,1484000000.0,928000000.0,1099900000.0
Total Other Income Expense Net,303000000.0,377000000.0,46000000.0,-144200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1164000000.0,1033000000.0,610000000.0,447300000.0
Net Income Applicable To Common Shares,1164000000.0,1033000000.0,610000000.0,447300000.0
