,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1436200000.0,235900000.0,390229000.0,288446000.0
Minority Interest,30800000.0,19000000.0,17810000.0,18362000.0
Net Income,1003700000.0,163600000.0,272498000.0,201408000.0
Selling General Administrative,980600000.0,774400000.0,821023000.0,696110000.0
Gross Profit,1787600000.0,1300000000.0,1407864000.0,1268581000.0
Ebit,423800000.0,317600000.0,342680000.0,300408000.0
Operating Income,423800000.0,317600000.0,342680000.0,300408000.0
Other Operating Expenses,118200000.0,99400000.0,114443000.0,107968000.0
Interest Expense,-103200000.0,-31400000.0,-9386000.0,-11731000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,434000000.0,71000000.0,118381000.0,87481000.0
Total Revenue,2124700000.0,1512000000.0,1633305000.0,1457992000.0
Total Operating Expenses,1700900000.0,1194400000.0,1290625000.0,1157584000.0
Cost Of Revenue,337100000.0,212000000.0,225441000.0,189411000.0
Total Other Income Expense Net,1012400000.0,-81700000.0,47549000.0,-11962000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1002200000.0,164900000.0,271848000.0,200965000.0
Net Income Applicable To Common Shares,1003700000.0,163600000.0,272498000.0,201408000.0
