,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-1472000000.0,672000000.0,627000000.0,-793000000.0
Minority Interest,1000000.0,1000000.0,19000000.0,42000000.0
Net Income,-1517000000.0,550000000.0,390000000.0,-1249000000.0
Selling General Administrative,,,,
Gross Profit,-594000000.0,1095000000.0,1060000000.0,450000000.0
Ebit,-642000000.0,1002000000.0,975000000.0,371000000.0
Operating Income,-642000000.0,1002000000.0,975000000.0,371000000.0
Other Operating Expenses,,,,
Interest Expense,-188000000.0,-200000000.0,-273000000.0,-245000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,39000000.0,104000000.0,72000000.0,423000000.0
Total Revenue,11963000000.0,12668000000.0,12186000000.0,12128000000.0
Total Operating Expenses,12605000000.0,11666000000.0,11211000000.0,11757000000.0
Cost Of Revenue,12557000000.0,11573000000.0,11126000000.0,11678000000.0
Total Other Income Expense Net,-830000000.0,-330000000.0,-348000000.0,-1164000000.0
Discontinued Operations,,-21000000.0,-177000000.0,-37000000.0
Net Income From Continuing Ops,-1511000000.0,568000000.0,555000000.0,-1216000000.0
Net Income Applicable To Common Shares,-1542000000.0,550000000.0,390000000.0,-1249000000.0
