,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-590600000.0,437800000.0,418400000.0,519200000.0
Minority Interest,,22500000.0,400000.0,13200000.0
Net Income,-416000000.0,307800000.0,322500000.0,397600000.0
Selling General Administrative,246700000.0,260400000.0,270200000.0,246400000.0
Gross Profit,65700000.0,1038300000.0,824500000.0,934600000.0
Ebit,-254300000.0,714000000.0,465000000.0,583200000.0
Operating Income,-254300000.0,714000000.0,465000000.0,583200000.0
Other Operating Expenses,34400000.0,18500000.0,41500000.0,60000000.0
Interest Expense,-206700000.0,-380100000.0,-255400000.0,-153000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-169500000.0,127100000.0,94600000.0,121000000.0
Total Revenue,1801700000.0,3280000000.0,2864900000.0,2940900000.0
Total Operating Expenses,2056000000.0,2566000000.0,2399900000.0,2357700000.0
Cost Of Revenue,1736000000.0,2241700000.0,2040400000.0,2006300000.0
Total Other Income Expense Net,-336300000.0,-276200000.0,-46600000.0,-64000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-421100000.0,310700000.0,323800000.0,398200000.0
Net Income Applicable To Common Shares,-416000000.0,307800000.0,322500000.0,397600000.0
