,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,153200000.0,579300000.0,744200000.0,1931800000.0
Minority Interest,,,,24800000.0
Net Income,79500000.0,401800000.0,558900000.0,1866100000.0
Selling General Administrative,,,,
Gross Profit,313700000.0,649200000.0,597900000.0,606300000.0
Ebit,239200000.0,602400000.0,534400000.0,550600000.0
Operating Income,239200000.0,602400000.0,534400000.0,550600000.0
Other Operating Expenses,71000000.0,46800000.0,63500000.0,55700000.0
Interest Expense,-10200000.0,-36600000.0,-76100000.0,-111200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,71300000.0,176400000.0,171000000.0,106800000.0
Total Revenue,2237200000.0,2929200000.0,3083100000.0,3344100000.0
Total Operating Expenses,1998000000.0,2326800000.0,2548700000.0,2793500000.0
Cost Of Revenue,1923500000.0,2280000000.0,2485200000.0,2737800000.0
Total Other Income Expense Net,-86000000.0,-23100000.0,209800000.0,1381200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,81900000.0,402900000.0,573200000.0,1825000000.0
Net Income Applicable To Common Shares,79500000.0,401800000.0,558900000.0,1866100000.0
