,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,86841000.0,-45582000.0,155767000.0,179424000.0
Minority Interest,-229000.0,7663000.0,10420000.0,9688000.0
Net Income,146964000.0,28560000.0,88301000.0,115990000.0
Selling General Administrative,103618000.0,96696000.0,76577000.0,105923000.0
Gross Profit,313581000.0,374647000.0,326973000.0,381428000.0
Ebit,146244000.0,-4991000.0,201881000.0,227504000.0
Operating Income,146244000.0,-4991000.0,201881000.0,227504000.0
Other Operating Expenses,2971000.0,236220000.0,3627000.0,5000.0
Interest Expense,-14259000.0,-12881000.0,-2103000.0,-6828000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,28212000.0,-15589000.0,50409000.0,59573000.0
Total Revenue,1168930000.0,1058763000.0,758080000.0,907519000.0
Total Operating Expenses,1022686000.0,1063754000.0,556199000.0,680015000.0
Cost Of Revenue,855349000.0,684116000.0,431107000.0,526091000.0
Total Other Income Expense Net,-59403000.0,-40591000.0,-46114000.0,-48080000.0
Discontinued Operations,89776000.0,63400000.0,-11732000.0,-11732000.0
Net Income From Continuing Ops,58629000.0,-29993000.0,105358000.0,119851000.0
Net Income Applicable To Common Shares,146964000.0,28560000.0,88301000.0,115990000.0
