,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-134800000.0,11300000.0,155800000.0,168800000.0
Minority Interest,,,,
Net Income,-150400000.0,14500000.0,121700000.0,171800000.0
Selling General Administrative,84200000.0,65100000.0,47900000.0,44800000.0
Gross Profit,226500000.0,290600000.0,417000000.0,449000000.0
Ebit,-129400000.0,36400000.0,161900000.0,207000000.0
Operating Income,-129400000.0,36400000.0,161900000.0,207000000.0
Other Operating Expenses,3400000.0,11900000.0,12000000.0,4900000.0
Interest Expense,-11400000.0,-14100000.0,-15800000.0,-17700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,15600000.0,-3200000.0,34100000.0,-3000000.0
Total Revenue,500100000.0,651200000.0,772500000.0,724400000.0
Total Operating Expenses,629500000.0,614800000.0,610600000.0,517400000.0
Cost Of Revenue,273600000.0,360600000.0,355500000.0,275400000.0
Total Other Income Expense Net,-5400000.0,-25100000.0,-6100000.0,-38200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-150400000.0,14500000.0,121700000.0,171800000.0
Net Income Applicable To Common Shares,-150400000.0,14500000.0,121700000.0,171800000.0
