,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,127200000.0,63400000.0,251000000.0,255500000.0
Minority Interest,2300000.0,2400000.0,2500000.0,2600000.0
Net Income,93700000.0,47300000.0,185300000.0,182700000.0
Selling General Administrative,98400000.0,107500000.0,91400000.0,93000000.0
Gross Profit,237300000.0,226000000.0,304100000.0,305900000.0
Ebit,138900000.0,118100000.0,212700000.0,212900000.0
Operating Income,138900000.0,118100000.0,212700000.0,212900000.0
Other Operating Expenses,,,,
Interest Expense,-22300000.0,-19200000.0,-15200000.0,-12500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,33600000.0,16200000.0,65800000.0,72700000.0
Total Revenue,1454200000.0,1517000000.0,1630600000.0,1559600000.0
Total Operating Expenses,1315300000.0,1398900000.0,1417900000.0,1346700000.0
Cost Of Revenue,1216900000.0,1291000000.0,1326500000.0,1253700000.0
Total Other Income Expense Net,-11700000.0,-54700000.0,38300000.0,42600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,93600000.0,47200000.0,185200000.0,182800000.0
Net Income Applicable To Common Shares,93700000.0,47300000.0,185300000.0,182700000.0
