,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,577000000.0,579000000.0,505000000.0,560000000.0
Minority Interest,,,,
Net Income,427000000.0,409000000.0,365000000.0,418000000.0
Selling General Administrative,86000000.0,93000000.0,90000000.0,69000000.0
Gross Profit,1201000000.0,1181000000.0,1126000000.0,1091000000.0
Ebit,636000000.0,611000000.0,555000000.0,592000000.0
Operating Income,636000000.0,611000000.0,555000000.0,592000000.0
Other Operating Expenses,,,,
Interest Expense,-94000000.0,-85000000.0,-77000000.0,-42000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,150000000.0,170000000.0,140000000.0,142000000.0
Total Revenue,3623000000.0,3533000000.0,3533000000.0,3614000000.0
Total Operating Expenses,2987000000.0,2922000000.0,2978000000.0,3022000000.0
Cost Of Revenue,2422000000.0,2352000000.0,2407000000.0,2523000000.0
Total Other Income Expense Net,-59000000.0,-32000000.0,-50000000.0,-32000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,427000000.0,409000000.0,365000000.0,418000000.0
Net Income Applicable To Common Shares,427000000.0,409000000.0,365000000.0,418000000.0
