,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,239000000.0,472000000.0,296000000.0,281000000.0
Minority Interest,,,,
Net Income,176000000.0,339000000.0,201000000.0,200000000.0
Selling General Administrative,,,6000000.0,6000000.0
Gross Profit,854000000.0,838000000.0,672000000.0,657000000.0
Ebit,429000000.0,620000000.0,376000000.0,317000000.0
Operating Income,429000000.0,620000000.0,376000000.0,317000000.0
Other Operating Expenses,113000000.0,-58000000.0,22000000.0,76000000.0
Interest Expense,-133000000.0,-147000000.0,-85000000.0,-24000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,63000000.0,133000000.0,95000000.0,81000000.0
Total Revenue,3405000000.0,3491000000.0,2762000000.0,2320000000.0
Total Operating Expenses,2976000000.0,2871000000.0,2386000000.0,2003000000.0
Cost Of Revenue,2551000000.0,2653000000.0,2090000000.0,1663000000.0
Total Other Income Expense Net,-190000000.0,-148000000.0,-80000000.0,-36000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,176000000.0,339000000.0,201000000.0,200000000.0
Net Income Applicable To Common Shares,176000000.0,339000000.0,201000000.0,200000000.0
