,2020-09-30,2019-09-30,2018-09-30,2017-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,151399000.0,202208000.0,263641000.0,193628000.0
Minority Interest,,,,
Net Income,116386000.0,154477000.0,201969000.0,147455000.0
Selling General Administrative,61057000.0,66113000.0,66933000.0,53151000.0
Gross Profit,230982000.0,277840000.0,340330000.0,254837000.0
Ebit,154222000.0,203650000.0,264552000.0,194413000.0
Operating Income,154222000.0,203650000.0,264552000.0,194413000.0
Other Operating Expenses,,,,
Interest Expense,-1515000.0,-131000.0,-149000.0,-185000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,35013000.0,47731000.0,61672000.0,46173000.0
Total Revenue,467069000.0,514295000.0,587227000.0,496780000.0
Total Operating Expenses,312847000.0,310645000.0,322675000.0,302367000.0
Cost Of Revenue,236087000.0,236455000.0,246897000.0,241943000.0
Total Other Income Expense Net,-2823000.0,-1442000.0,-911000.0,-785000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,116386000.0,154477000.0,201969000.0,147455000.0
Net Income Applicable To Common Shares,116386000.0,154477000.0,201969000.0,147455000.0
