,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,286100000.0,552000000.0,634500000.0,628300000.0
Minority Interest,,,,
Net Income,192800000.0,376800000.0,434500000.0,429600000.0
Selling General Administrative,726100000.0,687400000.0,638200000.0,624600000.0
Gross Profit,1429900000.0,1541300000.0,1517500000.0,1451500000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,398600000.0,576100000.0,579100000.0,560800000.0
Other Operating Expenses,305200000.0,277800000.0,300200000.0,266100000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,93300000.0,175200000.0,200000000.0,198700000.0
Total Revenue,1429900000.0,1541300000.0,1517500000.0,1451500000.0
Total Operating Expenses,1031300000.0,965200000.0,938400000.0,890700000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-112500000.0,-24100000.0,55400000.0,67500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,192800000.0,376800000.0,434500000.0,429600000.0
Net Income Applicable To Common Shares,192800000.0,376800000.0,434500000.0,429600000.0
