,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,46400000.0,82000000.0,29500000.0,-512800000.0
Minority Interest,,,,1500000.0
Net Income,-70500000.0,55300000.0,4100000.0,-516800000.0
Selling General Administrative,69100000.0,224500000.0,243900000.0,237500000.0
Gross Profit,518900000.0,525100000.0,566300000.0,663300000.0
Ebit,80200000.0,107600000.0,80500000.0,117300000.0
Operating Income,80200000.0,107600000.0,80500000.0,117300000.0
Other Operating Expenses,151600000.0,145100000.0,174000000.0,171900000.0
Interest Expense,-53200000.0,-25600000.0,-35100000.0,-43100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-25600000.0,24800000.0,25400000.0,4100000.0
Total Revenue,1597400000.0,1566400000.0,1704600000.0,1658600000.0
Total Operating Expenses,1517200000.0,1458800000.0,1624100000.0,1541300000.0
Cost Of Revenue,1078500000.0,1041300000.0,1138300000.0,995300000.0
Total Other Income Expense Net,-33800000.0,-25600000.0,-51000000.0,-630100000.0
Discontinued Operations,-142500000.0,-1900000.0,-1900000.0,-1900000.0
Net Income From Continuing Ops,72000000.0,57200000.0,4100000.0,-516900000.0
Net Income Applicable To Common Shares,-70500000.0,55300000.0,4100000.0,-516800000.0
