,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,553402000.0,422331000.0,283232000.0,139351000.0
Minority Interest,,,,
Net Income,385837000.0,287741000.0,195684000.0,90646000.0
Selling General Administrative,334195000.0,234188000.0,150792000.0,97202000.0
Gross Profit,969009000.0,713455000.0,464672000.0,263797000.0
Ebit,547721000.0,418205000.0,279367000.0,141137000.0
Operating Income,547721000.0,418205000.0,279367000.0,141137000.0
Other Operating Expenses,87093000.0,61062000.0,34513000.0,25458000.0
Interest Expense,-389000.0,-389000.0,-389000.0,-389000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,165235000.0,127798000.0,87548000.0,48705000.0
Total Revenue,1731131000.0,1300750000.0,922677000.0,549526000.0
Total Operating Expenses,1183410000.0,882545000.0,643310000.0,408389000.0
Cost Of Revenue,762122000.0,587295000.0,458005000.0,285729000.0
Total Other Income Expense Net,5681000.0,4126000.0,3865000.0,-1786000.0
Discontinued Operations,-2330000.0,-6792000.0,-6792000.0,-6792000.0
Net Income From Continuing Ops,388167000.0,294533000.0,195684000.0,90646000.0
Net Income Applicable To Common Shares,385837000.0,287741000.0,195684000.0,90646000.0
