,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,73000000.0,78000000.0,122000000.0,159000000.0
Minority Interest,,,,
Net Income,52000000.0,53000000.0,85000000.0,113000000.0
Selling General Administrative,,,,
Gross Profit,657000000.0,636000000.0,653000000.0,652000000.0
Ebit,255000000.0,243000000.0,266000000.0,313000000.0
Operating Income,255000000.0,243000000.0,266000000.0,313000000.0
Other Operating Expenses,,,,
Interest Expense,-182000000.0,-169000000.0,-151000000.0,-160000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,21000000.0,25000000.0,37000000.0,46000000.0
Total Revenue,959000000.0,970000000.0,990000000.0,1040000000.0
Total Operating Expenses,704000000.0,727000000.0,724000000.0,727000000.0
Cost Of Revenue,302000000.0,334000000.0,337000000.0,388000000.0
Total Other Income Expense Net,-182000000.0,-165000000.0,-144000000.0,-154000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,52000000.0,53000000.0,85000000.0,113000000.0
Net Income Applicable To Common Shares,52000000.0,53000000.0,85000000.0,113000000.0
