,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1278600000.0,1166600000.0,859200000.0,628300000.0
Minority Interest,,,,
Net Income,1269100000.0,1152700000.0,868100000.0,645300000.0
Selling General Administrative,,,,
Gross Profit,474600000.0,492700000.0,445600000.0,418200000.0
Ebit,466900000.0,485400000.0,436500000.0,409600000.0
Operating Income,466900000.0,485400000.0,436500000.0,409600000.0
Other Operating Expenses,,,,
Interest Expense,-103700000.0,-102600000.0,-117700000.0,-109300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,10300000.0,22400000.0,2400000.0,-4300000.0
Total Revenue,718600000.0,738200000.0,690200000.0,654000000.0
Total Operating Expenses,251700000.0,252800000.0,253700000.0,244400000.0
Cost Of Revenue,244000000.0,245500000.0,244600000.0,235800000.0
Total Other Income Expense Net,811700000.0,681200000.0,422700000.0,218700000.0
Discontinued Operations,800000.0,8500000.0,11300000.0,12700000.0
Net Income From Continuing Ops,1268300000.0,1144200000.0,856800000.0,632600000.0
Net Income Applicable To Common Shares,1269100000.0,1152700000.0,866400000.0,620300000.0
