,2017-06-30,2016-06-30,2015-06-30,2014-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,851200000.0,1370300000.0,1250200000.0,691700000.0
Minority Interest,325800000.0,325800000.0,325800000.0,325800000.0
Net Income,778100000.0,1274600000.0,1208000000.0,657300000.0
Selling General Administrative,248200000.0,251700000.0,221000000.0,206700000.0
Gross Profit,930100000.0,1060900000.0,883700000.0,844800000.0
Ebit,596500000.0,740200000.0,610600000.0,602100000.0
Operating Income,596500000.0,740200000.0,610600000.0,602100000.0
Other Operating Expenses,,,,
Interest Expense,-64900000.0,-82600000.0,-14500000.0,-13400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,54400000.0,75600000.0,21000000.0,13000000.0
Total Revenue,1972400000.0,2096300000.0,1577200000.0,1489800000.0
Total Operating Expenses,1375900000.0,1356100000.0,966600000.0,887700000.0
Cost Of Revenue,1042300000.0,1035400000.0,693500000.0,645000000.0
Total Other Income Expense Net,254700000.0,630100000.0,639600000.0,89600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,796800000.0,1294700000.0,1229200000.0,678700000.0
Net Income Applicable To Common Shares,778100000.0,1274600000.0,1208000000.0,657300000.0
