,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-849284000.0,343457000.0,364272000.0,325445000.0
Minority Interest,202000.0,278000.0,4716000.0,4716000.0
Net Income,-662166000.0,263825000.0,263577000.0,230773000.0
Selling General Administrative,269214000.0,430993000.0,431969000.0,426628000.0
Gross Profit,300986000.0,1306072000.0,1284245000.0,1196888000.0
Ebit,-724952000.0,344942000.0,359652000.0,329284000.0
Operating Income,-724952000.0,344942000.0,359652000.0,329284000.0
Other Operating Expenses,519697000.0,447767000.0,414822000.0,366001000.0
Interest Expense,-35440000.0,-24955000.0,-24930000.0,-28200000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-187175000.0,79283000.0,99490000.0,94672000.0
Total Revenue,1898085000.0,3055268000.0,2922985000.0,2740299000.0
Total Operating Expenses,2623037000.0,2710326000.0,2563333000.0,2411015000.0
Cost Of Revenue,1597099000.0,1749196000.0,1638740000.0,1543411000.0
Total Other Income Expense Net,-124332000.0,-1485000.0,4620000.0,-3839000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-662109000.0,264174000.0,264782000.0,230773000.0
Net Income Applicable To Common Shares,-662166000.0,263825000.0,263577000.0,230773000.0
