,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-47249039.0,5987601.0,166866789.0,88945719.0
Minority Interest,,,,
Net Income,-26706967.0,14533222.0,125397635.0,68912591.0
Selling General Administrative,18392813.0,18526677.0,19494317.0,17616274.0
Gross Profit,-56631902.0,-18324114.0,144556373.0,65529244.0
Ebit,-75314459.0,-37203444.0,124893634.0,47848352.0
Operating Income,-75314459.0,-37203444.0,124893634.0,47848352.0
Other Operating Expenses,289744.0,352653.0,168422.0,64618.0
Interest Expense,-138909.0,-93367.0,-930945.0,-981213.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-20542072.0,-8545621.0,41469154.0,20033128.0
Total Revenue,-56631902.0,-18324114.0,144556373.0,65529244.0
Total Operating Expenses,18682557.0,18879330.0,19662739.0,17680892.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,28065420.0,43191045.0,41973155.0,41097367.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-26706967.0,14533222.0,125397635.0,68912591.0
Net Income Applicable To Common Shares,-26706967.0,14533222.0,125397635.0,68912591.0
