,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-129400000.0,278700000.0,210400000.0,380000000.0
Minority Interest,,,,
Net Income,-94600000.0,198000000.0,148100000.0,264400000.0
Selling General Administrative,82800000.0,107300000.0,115900000.0,338800000.0
Gross Profit,817700000.0,1276700000.0,1241200000.0,1571300000.0
Ebit,44600000.0,312100000.0,287700000.0,421300000.0
Operating Income,44600000.0,312100000.0,287700000.0,421300000.0
Other Operating Expenses,485300000.0,660500000.0,650400000.0,646700000.0
Interest Expense,-60300000.0,-51100000.0,-39100000.0,-39400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-34800000.0,80700000.0,62300000.0,115600000.0
Total Revenue,1487000000.0,2158100000.0,2084000000.0,2344000000.0
Total Operating Expenses,1442400000.0,1846000000.0,1796300000.0,1922700000.0
Cost Of Revenue,669300000.0,881400000.0,842800000.0,772700000.0
Total Other Income Expense Net,-174000000.0,-33400000.0,-77300000.0,-41300000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-94600000.0,198000000.0,148100000.0,264400000.0
Net Income Applicable To Common Shares,-94600000.0,198000000.0,148100000.0,264400000.0
