,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,210642000.0,169377000.0,183093000.0,223795000.0
Minority Interest,,,,
Net Income,210642000.0,169377000.0,183093000.0,223795000.0
Selling General Administrative,,,,
Gross Profit,141417000.0,142836000.0,140662000.0,140409000.0
Ebit,132597000.0,135521000.0,134678000.0,134462000.0
Operating Income,132597000.0,135521000.0,134678000.0,134462000.0
Other Operating Expenses,8820000.0,7315000.0,5984000.0,5947000.0
Interest Expense,-15519000.0,-19582000.0,-21473000.0,-22008000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,0.0,0.0,0.0,0.0
Total Revenue,155781000.0,156263000.0,153391000.0,152451000.0
Total Operating Expenses,23184000.0,20742000.0,18713000.0,17989000.0
Cost Of Revenue,14364000.0,13427000.0,12729000.0,12042000.0
Total Other Income Expense Net,78045000.0,33856000.0,48415000.0,89333000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,210642000.0,169377000.0,183093000.0,223795000.0
Net Income Applicable To Common Shares,210642000.0,169377000.0,183093000.0,223795000.0
