,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,448000000.0,359300000.0,334500000.0,259200000.0
Minority Interest,,,,
Net Income,302300000.0,249800000.0,233200000.0,172400000.0
Selling General Administrative,1141200000.0,1081900000.0,1043000000.0,864900000.0
Gross Profit,1694100000.0,1527100000.0,1470200000.0,1230500000.0
Ebit,483100000.0,381100000.0,352500000.0,294800000.0
Operating Income,483100000.0,381100000.0,352500000.0,294800000.0
Other Operating Expenses,69800000.0,64100000.0,74700000.0,70800000.0
Interest Expense,-36400000.0,-14300000.0,-16600000.0,-10700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,145700000.0,109500000.0,101300000.0,86800000.0
Total Revenue,7918900000.0,7095300000.0,6854300000.0,5628000000.0
Total Operating Expenses,7435800000.0,6714200000.0,6501800000.0,5333200000.0
Cost Of Revenue,6224800000.0,5568200000.0,5384100000.0,4397500000.0
Total Other Income Expense Net,-35100000.0,-21800000.0,-18000000.0,-35600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,302300000.0,249800000.0,233200000.0,172400000.0
Net Income Applicable To Common Shares,302300000.0,249800000.0,233200000.0,172400000.0
