,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,136700000.0,118500000.0,100400000.0,94700000.0
Effect Of Accounting Charges,,,,
Income Before Tax,718200000.0,370500000.0,291200000.0,267800000.0
Minority Interest,,,,
Net Income,524200000.0,287300000.0,209200000.0,190200000.0
Selling General Administrative,396600000.0,338000000.0,304400000.0,290900000.0
Gross Profit,1245600000.0,835800000.0,715800000.0,650400000.0
Ebit,712300000.0,379300000.0,316000000.0,269800000.0
Operating Income,712300000.0,379300000.0,316000000.0,269800000.0
Other Operating Expenses,,,-5000000.0,-5000000.0
Interest Expense,-5000000.0,-3900000.0,-2500000.0,-3700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,194000000.0,83200000.0,82000000.0,77600000.0
Total Revenue,1971200000.0,1263700000.0,1070400000.0,980800000.0
Total Operating Expenses,1258900000.0,884400000.0,754400000.0,711000000.0
Cost Of Revenue,725600000.0,427900000.0,354600000.0,330400000.0
Total Other Income Expense Net,5900000.0,-8800000.0,-24800000.0,-2000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,524200000.0,287300000.0,209200000.0,190200000.0
Net Income Applicable To Common Shares,524200000.0,287300000.0,209200000.0,190200000.0
