,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,122000000.0,803000000.0,1619000000.0,1624000000.0
Minority Interest,-1000000.0,-1000000.0,-1000000.0,-1000000.0
Net Income,-65000000.0,389000000.0,1332000000.0,1231000000.0
Selling General Administrative,2134000000.0,2352000000.0,2206000000.0,1950000000.0
Gross Profit,3331000000.0,4309000000.0,4423000000.0,4165000000.0
Ebit,81000000.0,946000000.0,1197000000.0,1491000000.0
Operating Income,81000000.0,946000000.0,1197000000.0,1491000000.0
Other Operating Expenses,349000000.0,208000000.0,240000000.0,-64000000.0
Interest Expense,-69000000.0,-70000000.0,-70000000.0,-73000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,187000000.0,414000000.0,287000000.0,393000000.0
Total Revenue,6273000000.0,7519000000.0,7744000000.0,7195000000.0
Total Operating Expenses,6192000000.0,6573000000.0,6547000000.0,5704000000.0
Cost Of Revenue,2942000000.0,3210000000.0,3321000000.0,3030000000.0
Total Other Income Expense Net,41000000.0,-143000000.0,422000000.0,133000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-65000000.0,389000000.0,1332000000.0,1231000000.0
Net Income Applicable To Common Shares,-65000000.0,389000000.0,1332000000.0,1231000000.0
