,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,8607000.0,-13531000.0,-4801000.0,-2353226.0
Minority Interest,,,,
Net Income,15921000.0,-13531000.0,-4801000.0,-2353226.0
Selling General Administrative,,,,554869.0
Gross Profit,26981000.0,-1580000.0,-152000.0,-658133.0
Ebit,15096000.0,-11041000.0,-3976000.0,-2176564.0
Operating Income,15096000.0,-11041000.0,-3976000.0,-2176564.0
Other Operating Expenses,5032000.0,3708000.0,1760000.0,288470.0
Interest Expense,-595000.0,-872000.0,-825000.0,-176660.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-7314000.0,0.0,0.0,0.0
Total Revenue,58216000.0,14336000.0,4095000.0,1930989.0
Total Operating Expenses,43120000.0,25377000.0,8071000.0,4107553.0
Cost Of Revenue,31235000.0,15916000.0,4247000.0,2589122.0
Total Other Income Expense Net,-6489000.0,-2490000.0,-825000.0,-176662.0
Discontinued Operations,,,,
Net Income From Continuing Ops,15921000.0,-13531000.0,-4801000.0,-2353226.0
Net Income Applicable To Common Shares,15921000.0,-13531000.0,-4801000.0,-2353226.0
