,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,61600000.0,82900000.0,27400000.0,167500000.0
Minority Interest,,,,
Net Income,46000000.0,59100000.0,19700000.0,118700000.0
Selling General Administrative,,,8700000.0,7800000.0
Gross Profit,355600000.0,369400000.0,360400000.0,340300000.0
Ebit,145800000.0,167700000.0,154700000.0,157900000.0
Operating Income,145800000.0,167700000.0,154700000.0,157900000.0
Other Operating Expenses,,,,
Interest Expense,-66000000.0,-71900000.0,-68600000.0,-53100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,15600000.0,23800000.0,7700000.0,48800000.0
Total Revenue,2591500000.0,2700700000.0,2302500000.0,1951100000.0
Total Operating Expenses,2445700000.0,2533000000.0,2147800000.0,1793200000.0
Cost Of Revenue,2235900000.0,2331300000.0,1942100000.0,1610800000.0
Total Other Income Expense Net,-84200000.0,-84800000.0,-127300000.0,9600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,46000000.0,59100000.0,19700000.0,118700000.0
Net Income Applicable To Common Shares,46000000.0,59100000.0,19700000.0,118700000.0
