,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,921800000.0,831800000.0,702400000.0,666900000.0
Effect Of Accounting Charges,,,,
Income Before Tax,2572700000.0,2341100000.0,2281200000.0,1689800000.0
Minority Interest,,,,
Net Income,2102500000.0,1918700000.0,1728900000.0,1337400000.0
Selling General Administrative,1588000000.0,1441600000.0,1301000000.0,1181800000.0
Gross Profit,5226400000.0,4777400000.0,4383700000.0,3617600000.0
Ebit,2716600000.0,2504000000.0,2380300000.0,1768900000.0
Operating Income,2716600000.0,2504000000.0,2380300000.0,1768900000.0
Other Operating Expenses,,,,
Interest Expense,-142400000.0,-127800000.0,-108400000.0,-90000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,470200000.0,422400000.0,552300000.0,352400000.0
Total Revenue,9150800000.0,8538600000.0,7915300000.0,6947000000.0
Total Operating Expenses,6434200000.0,6034600000.0,5535000000.0,5178100000.0
Cost Of Revenue,3924400000.0,3761200000.0,3531600000.0,3329400000.0
Total Other Income Expense Net,-143900000.0,-162900000.0,-99100000.0,-79100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2102500000.0,1918700000.0,1728900000.0,1337400000.0
Net Income Applicable To Common Shares,2102500000.0,1918700000.0,1728900000.0,1337400000.0
