,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,130500000.0,284000000.0,286800000.0,104700000.0
Minority Interest,-3200000.0,-1200000.0,-300000.0,-300000.0
Net Income,87500000.0,196600000.0,199300000.0,77300000.0
Selling General Administrative,52200000.0,106600000.0,100600000.0,91700000.0
Gross Profit,466000000.0,391800000.0,378800000.0,333300000.0
Ebit,152400000.0,147900000.0,136700000.0,112200000.0
Operating Income,152400000.0,147900000.0,136700000.0,112200000.0
Other Operating Expenses,34500000.0,17300000.0,25500000.0,16000000.0
Interest Expense,-75000000.0,-40100000.0,-40800000.0,-39000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,43900000.0,88300000.0,87800000.0,27400000.0
Total Revenue,1833700000.0,1667100000.0,1600300000.0,1432600000.0
Total Operating Expenses,1681300000.0,1519200000.0,1463600000.0,1320400000.0
Cost Of Revenue,1367700000.0,1275300000.0,1221500000.0,1099300000.0
Total Other Income Expense Net,-21900000.0,136100000.0,150100000.0,-7500000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,86600000.0,195700000.0,199000000.0,77300000.0
Net Income Applicable To Common Shares,87500000.0,196600000.0,199300000.0,77300000.0
