,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,260825.0,152317.0
Effect Of Accounting Charges,,,,
Income Before Tax,-41463389.0,-41885150.0,-6657582.0,-3147654.0
Minority Interest,,,,
Net Income,-41463389.0,-41885150.0,-6657582.0,-3147654.0
Selling General Administrative,76093946.0,46748255.0,11616461.0,3243420.0
Gross Profit,38249551.0,10854345.0,5059047.0,103069.0
Ebit,-44828120.0,-38310974.0,-6686189.0,-3147654.0
Operating Income,-44828120.0,-38310974.0,-6686189.0,-3147654.0
Other Operating Expenses,1864680.0,592445.0,-231087.0,-236151.0
Interest Expense,-478968.0,-1816145.0,-47.0,-47.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,0.0,0.0,0.0,0.0
Total Revenue,75173415.0,25615267.0,9381959.0,373049.0
Total Operating Expenses,120001535.0,63926241.0,16068148.0,3520703.0
Cost Of Revenue,36923864.0,14760922.0,4322912.0,269980.0
Total Other Income Expense Net,3364731.0,-3574176.0,28607.0,0.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-41463389.0,-41885150.0,-6657582.0,-3147654.0
Net Income Applicable To Common Shares,-41463389.0,-41885150.0,-6657582.0,-3147654.0
