,2020-08-31,2019-08-31,2018-08-31,2017-08-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,173000000.0,435000000.0,493000000.0,507000000.0
Minority Interest,,,,
Net Income,115000000.0,298000000.0,336000000.0,352000000.0
Selling General Administrative,545000000.0,469000000.0,452000000.0,426000000.0
Gross Profit,925000000.0,1027000000.0,1080000000.0,1055000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,296000000.0,485000000.0,561000000.0,559000000.0
Other Operating Expenses,75000000.0,65000000.0,57000000.0,59000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,58000000.0,137000000.0,157000000.0,155000000.0
Total Revenue,925000000.0,1027000000.0,1080000000.0,1055000000.0
Total Operating Expenses,629000000.0,542000000.0,519000000.0,496000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-123000000.0,-50000000.0,-68000000.0,-52000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,115000000.0,298000000.0,336000000.0,352000000.0
Net Income Applicable To Common Shares,115000000.0,298000000.0,336000000.0,352000000.0
