,2020-07-25,2019-07-27,2018-07-28,2017-07-29
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,195199000.0,151742000.0,123965000.0,139145000.0
Minority Interest,,,,
Net Income,137753000.0,106807000.0,83638000.0,105136000.0
Selling General Administrative,279315000.0,542931000.0,521025000.0,498412000.0
Gross Profit,761173000.0,791173000.0,745133000.0,697127000.0
Ebit,215668000.0,162627000.0,146594000.0,130780000.0
Operating Income,215668000.0,162627000.0,146594000.0,130780000.0
Other Operating Expenses,49804000.0,54676000.0,48610000.0,42404000.0
Interest Expense,-16716000.0,-7687000.0,-7551000.0,-6242000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,57446000.0,44935000.0,40327000.0,34009000.0
Total Revenue,1235755000.0,1275553000.0,1189040000.0,1100463000.0
Total Operating Expenses,1020087000.0,1112926000.0,1042446000.0,969683000.0
Cost Of Revenue,474582000.0,484380000.0,443907000.0,403336000.0
Total Other Income Expense Net,-20469000.0,-10885000.0,-22629000.0,8365000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,137753000.0,106807000.0,83638000.0,105136000.0
Net Income Applicable To Common Shares,137753000.0,106807000.0,83638000.0,105136000.0
