,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-1194000000.0,268100000.0,458100000.0,294700000.0
Minority Interest,,,,
Net Income,-1138600000.0,251000000.0,441000000.0,296900000.0
Selling General Administrative,1475300000.0,1396100000.0,1369500000.0,1040300000.0
Gross Profit,1706400000.0,1920000000.0,1878000000.0,1368800000.0
Ebit,231100000.0,523900000.0,508500000.0,328500000.0
Operating Income,231100000.0,523900000.0,508500000.0,328500000.0
Other Operating Expenses,,,,
Interest Expense,-129800000.0,-105400000.0,-105600000.0,-75100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-60900000.0,74100000.0,34000000.0,49000000.0
Total Revenue,5671400000.0,5738400000.0,5579300000.0,4128000000.0
Total Operating Expenses,5440300000.0,5214500000.0,5070800000.0,3799500000.0
Cost Of Revenue,3965000000.0,3818400000.0,3701300000.0,2759200000.0
Total Other Income Expense Net,-1425100000.0,-255800000.0,-50400000.0,-33800000.0
Discontinued Operations,-5500000.0,57000000.0,16900000.0,51200000.0
Net Income From Continuing Ops,-1133100000.0,194000000.0,424100000.0,245700000.0
Net Income Applicable To Common Shares,-1138600000.0,251000000.0,441000000.0,296900000.0
