,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-3746500000.0,1244500000.0,2342200000.0,4287100000.0
Minority Interest,166000000.0,209300000.0,228100000.0,247400000.0
Net Income,-3731800000.0,1179500000.0,2287200000.0,4217900000.0
Selling General Administrative,77200000.0,88100000.0,85900000.0,88600000.0
Gross Profit,1578600000.0,1814200000.0,1804300000.0,1758000000.0
Ebit,1501400000.0,1726100000.0,1718400000.0,1669400000.0
Operating Income,1501400000.0,1726100000.0,1718400000.0,1669400000.0
Other Operating Expenses,,,,
Interest Expense,-562300000.0,-549200000.0,-538200000.0,-518600000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,25500000.0,56900000.0,46300000.0,55700000.0
Total Revenue,2162300000.0,2616400000.0,2635100000.0,2469600000.0
Total Operating Expenses,660900000.0,890300000.0,916700000.0,800200000.0
Cost Of Revenue,583700000.0,802200000.0,830800000.0,711600000.0
Total Other Income Expense Net,-5247900000.0,-481600000.0,623800000.0,2617700000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-3772000000.0,1187600000.0,2295900000.0,4231400000.0
Net Income Applicable To Common Shares,-3731800000.0,1179500000.0,2287200000.0,4217900000.0
