,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,36600000.0,153100000.0,286200000.0,243100000.0
Minority Interest,,,,
Net Income,239900000.0,161200000.0,212200000.0,171100000.0
Selling General Administrative,434000000.0,477600000.0,497600000.0,477800000.0
Gross Profit,653500000.0,686000000.0,807000000.0,764500000.0
Ebit,224300000.0,211800000.0,324200000.0,299500000.0
Operating Income,224300000.0,211800000.0,324200000.0,299500000.0
Other Operating Expenses,-4800000.0,-3400000.0,-14800000.0,-12800000.0
Interest Expense,-48100000.0,-39200000.0,-34800000.0,-37800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,9000000.0,36600000.0,74000000.0,72000000.0
Total Revenue,3566200000.0,3390200000.0,4248000000.0,4039100000.0
Total Operating Expenses,3341900000.0,3178400000.0,3923800000.0,3739600000.0
Cost Of Revenue,2912700000.0,2704200000.0,3441000000.0,3274600000.0
Total Other Income Expense Net,-187700000.0,-58700000.0,-38000000.0,-56400000.0
Discontinued Operations,212300000.0,44700000.0,44700000.0,44700000.0
Net Income From Continuing Ops,27600000.0,116500000.0,212200000.0,171100000.0
Net Income Applicable To Common Shares,239900000.0,161200000.0,212200000.0,171100000.0
