,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,424100000.0,415400000.0,371900000.0,416600000.0
Minority Interest,,,,
Net Income,302100000.0,290700000.0,253900000.0,291400000.0
Selling General Administrative,273500000.0,267300000.0,289700000.0,302600000.0
Gross Profit,1669000000.0,1685200000.0,1623200000.0,1640200000.0
Ebit,736100000.0,748800000.0,701000000.0,716700000.0
Operating Income,736100000.0,748800000.0,701000000.0,716700000.0
Other Operating Expenses,195500000.0,204600000.0,176100000.0,178500000.0
Interest Expense,-320000000.0,-311300000.0,-296800000.0,-291700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,122000000.0,124700000.0,118000000.0,125200000.0
Total Revenue,1924500000.0,1977600000.0,1861500000.0,1909800000.0
Total Operating Expenses,1188400000.0,1228800000.0,1160500000.0,1193100000.0
Cost Of Revenue,255500000.0,292400000.0,238300000.0,269600000.0
Total Other Income Expense Net,-312000000.0,-333400000.0,-329100000.0,-300100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,302100000.0,290700000.0,253900000.0,291400000.0
Net Income Applicable To Common Shares,302100000.0,290700000.0,253900000.0,291400000.0
