,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,56900000.0,110200000.0,135600000.0,158900000.0
Minority Interest,,,,
Net Income,56700000.0,110400000.0,135600000.0,158900000.0
Selling General Administrative,8900000.0,6400000.0,2800000.0,6300000.0
Gross Profit,134900000.0,129300000.0,113900000.0,89100000.0
Ebit,120500000.0,118500000.0,109600000.0,81300000.0
Operating Income,120500000.0,118500000.0,109600000.0,81300000.0
Other Operating Expenses,4400000.0,4400000.0,1500000.0,1500000.0
Interest Expense,-26300000.0,-42600000.0,-25300000.0,-11700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,200000.0,-200000.0,0.0,0.0
Total Revenue,169900000.0,167300000.0,164600000.0,130600000.0
Total Operating Expenses,49400000.0,48800000.0,55000000.0,49300000.0
Cost Of Revenue,35000000.0,38000000.0,50700000.0,41500000.0
Total Other Income Expense Net,-63600000.0,-8300000.0,26000000.0,77600000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,56700000.0,110400000.0,135600000.0,158900000.0
Net Income Applicable To Common Shares,56700000.0,110400000.0,135600000.0,158900000.0
