,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,44200000.0,53100000.0,146400000.0,251300000.0
Minority Interest,,,,
Net Income,44200000.0,53100000.0,146400000.0,251300000.0
Selling General Administrative,,,,
Gross Profit,169500000.0,149200000.0,161500000.0,191400000.0
Ebit,166200000.0,145900000.0,158200000.0,188200000.0
Operating Income,166200000.0,145900000.0,158200000.0,188200000.0
Other Operating Expenses,3300000.0,3300000.0,3300000.0,3200000.0
Interest Expense,-27300000.0,-32400000.0,-36800000.0,-28000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,0.0,0.0,0.0,0.0
Total Revenue,248100000.0,222000000.0,239000000.0,272400000.0
Total Operating Expenses,81900000.0,76100000.0,80800000.0,84200000.0
Cost Of Revenue,78600000.0,72800000.0,77500000.0,81000000.0
Total Other Income Expense Net,-122000000.0,-92800000.0,-11800000.0,63100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,44200000.0,53100000.0,146400000.0,251300000.0
Net Income Applicable To Common Shares,44200000.0,53100000.0,146400000.0,251300000.0
