,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,178300000.0,-85700000.0,452000000.0,-165600000.0
Minority Interest,400000.0,2000000.0,2000000.0,2000000.0
Net Income,2411900000.0,-279900000.0,303900000.0,-171600000.0
Selling General Administrative,125300000.0,121600000.0,136600000.0,80900000.0
Gross Profit,529500000.0,693000000.0,733900000.0,462100000.0
Ebit,200000000.0,367400000.0,491700000.0,116100000.0
Operating Income,200000000.0,367400000.0,491700000.0,116100000.0
Other Operating Expenses,19400000.0,40800000.0,12100000.0,141400000.0
Interest Expense,-3800000.0,-10000000.0,-8800000.0,-18000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,74800000.0,273300000.0,148100000.0,6000000.0
Total Revenue,990600000.0,1235300000.0,1354000000.0,1079900000.0
Total Operating Expenses,790600000.0,867900000.0,862300000.0,963800000.0
Cost Of Revenue,461100000.0,542300000.0,620100000.0,617800000.0
Total Other Income Expense Net,-21700000.0,-453100000.0,-39700000.0,-281700000.0
Discontinued Operations,2306500000.0,59300000.0,59300000.0,59300000.0
Net Income From Continuing Ops,103500000.0,-359000000.0,303900000.0,-171600000.0
Net Income Applicable To Common Shares,2411900000.0,-279900000.0,303900000.0,-171600000.0
