,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,81859000.0,75873000.0,46215000.0,40170000.0
Minority Interest,,,,
Net Income,57182000.0,54311000.0,32467000.0,26942000.0
Selling General Administrative,86232000.0,73481000.0,66956000.0,58958000.0
Gross Profit,192339000.0,161052000.0,134658000.0,119487000.0
Ebit,85011000.0,69621000.0,52925000.0,46097000.0
Operating Income,85011000.0,69621000.0,52925000.0,46097000.0
Other Operating Expenses,14717000.0,13371000.0,12186000.0,11868000.0
Interest Expense,-3527000.0,-5701000.0,-5648000.0,-5452000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,24677000.0,21562000.0,13748000.0,13228000.0
Total Revenue,1999733000.0,1761136000.0,1492974000.0,1305841000.0
Total Operating Expenses,1914722000.0,1691515000.0,1440049000.0,1259744000.0
Cost Of Revenue,1807394000.0,1600084000.0,1358316000.0,1186354000.0
Total Other Income Expense Net,-3152000.0,6252000.0,-6710000.0,-5927000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,57182000.0,54311000.0,32467000.0,26942000.0
Net Income Applicable To Common Shares,57182000.0,54311000.0,32467000.0,26942000.0
