,2020-07-31,2019-07-31,2018-07-31,2017-07-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1123183000.0,474466000.0,513621000.0,511339000.0
Minority Interest,872194000.0,989803000.0,974451000.0,780666000.0
Net Income,952967000.0,247943000.0,266846000.0,333611000.0
Selling General Administrative,261179000.0,258934000.0,215904000.0,210368000.0
Gross Profit,354094000.0,646863000.0,703449000.0,555607000.0
Ebit,-67760000.0,366254000.0,472569000.0,338220000.0
Operating Income,-67760000.0,366254000.0,472569000.0,338220000.0
Other Operating Expenses,-14058000.0,21675000.0,14976000.0,7019000.0
Interest Expense,-35474000.0,-27857000.0,-5424000.0,-3577000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,248728000.0,115197000.0,140490000.0,119985000.0
Total Revenue,1370332000.0,1625080000.0,1268951000.0,1098863000.0
Total Operating Expenses,1438092000.0,1258826000.0,796382000.0,760643000.0
Cost Of Revenue,1016238000.0,978217000.0,565502000.0,543256000.0
Total Other Income Expense Net,1190943000.0,108212000.0,41052000.0,173119000.0
Discontinued Operations,,220000.0,-37831000.0,-37831000.0
Net Income From Continuing Ops,874455000.0,359269000.0,373131000.0,391354000.0
Net Income Applicable To Common Shares,952967000.0,247943000.0,266846000.0,333611000.0
