,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,369700000.0,575600000.0,475500000.0,387200000.0
Minority Interest,4100000.0,4100000.0,4300000.0,4200000.0
Net Income,260800000.0,408500000.0,360300000.0,269100000.0
Selling General Administrative,582900000.0,564500000.0,510400000.0,516300000.0
Gross Profit,1109100000.0,1243700000.0,1059600000.0,986800000.0
Ebit,516700000.0,690500000.0,522800000.0,440900000.0
Operating Income,516700000.0,690500000.0,522800000.0,440900000.0
Other Operating Expenses,9500000.0,-11300000.0,26400000.0,29600000.0
Interest Expense,-140000000.0,-133100000.0,-61600000.0,-47000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,108900000.0,167100000.0,115100000.0,117300000.0
Total Revenue,2678200000.0,2883000000.0,2496400000.0,2534200000.0
Total Operating Expenses,2161500000.0,2192500000.0,1973600000.0,2093300000.0
Cost Of Revenue,1569100000.0,1639300000.0,1436800000.0,1547400000.0
Total Other Income Expense Net,-147000000.0,-114900000.0,-47300000.0,-53700000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,260800000.0,408500000.0,360400000.0,269900000.0
Net Income Applicable To Common Shares,260800000.0,408500000.0,360300000.0,269100000.0
