,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,1258000.0,1258000.0,1258000.0,1258000.0
Effect Of Accounting Charges,,,,
Income Before Tax,761872000.0,241188000.0,213611000.0,-107331000.0
Minority Interest,,,65376000.0,823000.0
Net Income,464425000.0,89426000.0,83046000.0,-74475000.0
Selling General Administrative,23594000.0,21087000.0,14039000.0,10627000.0
Gross Profit,856713000.0,378122000.0,299316000.0,-66771778.0
Ebit,786673000.0,326539000.0,263454000.0,-84945000.0
Operating Income,786673000.0,326539000.0,263454000.0,-84945000.0
Other Operating Expenses,6028000.0,5944000.0,5464000.0,66694000.0
Interest Expense,-12783000.0,-23771000.0,-34833000.0,-17438000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,297447000.0,120138000.0,66012000.0,0.0
Total Revenue,1281815000.0,785086000.0,655129000.0,221753.0
Total Operating Expenses,495142000.0,458547000.0,391675000.0,84945000.0
Cost Of Revenue,425102000.0,406964000.0,355813000.0,66993531.0
Total Other Income Expense Net,-24801000.0,-85351000.0,-49843000.0,-22386000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,464425000.0,121050000.0,147599000.0,-107331000.0
Net Income Applicable To Common Shares,464425000.0,89426000.0,83046000.0,-74475000.0
