,2020-06-30,2019-06-30,2018-06-30,2017-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-252900000.0,218300000.0,269700000.0,191000000.0
Minority Interest,,,,
Net Income,-265300000.0,152600000.0,203500000.0,203600000.0
Selling General Administrative,,,,
Gross Profit,530600000.0,776300000.0,783300000.0,671800000.0
Ebit,-190200000.0,140100000.0,178900000.0,120900000.0
Operating Income,-190200000.0,140100000.0,178900000.0,120900000.0
Other Operating Expenses,518000000.0,503100000.0,487200000.0,438600000.0
Interest Expense,-15400000.0,-15400000.0,-3000000.0,-3100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,12400000.0,65700000.0,66200000.0,-12600000.0
Total Revenue,4918500000.0,6651900000.0,6460000000.0,5091000000.0
Total Operating Expenses,5108700000.0,6511800000.0,6281100000.0,4970100000.0
Cost Of Revenue,4387900000.0,5875600000.0,5676700000.0,4419200000.0
Total Other Income Expense Net,-62700000.0,78200000.0,90800000.0,70100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-265300000.0,152600000.0,203500000.0,203600000.0
Net Income Applicable To Common Shares,-265300000.0,152600000.0,203500000.0,203600000.0
